COUNTYFP_vest,PCTNUM_vest,PRECINCTNA_vest,G20PREDBID_vest,COUNTYFP_sos,precinct_name_sos,G20PREDBID_sos
013,MC0185,DESERT THUNDER,2410,013,0185 DESERT THUNDER,2410
013,MC0186,DESERT VISTA,916,013,0186 DESERT VISTA,916
013,MC0187,DESOTO,838,013,0187 DESOTO,838
013,MC0188,DESSIE,1350,013,0188 DESSIE,1350
013,MC0189,DEVONSHIRE,2426,013,0189 DEVONSHIRE,2426
013,MC0190,DIABLO,984,013,0190 DIABLO,984
013,MC0191,DIXILETA,2406,013,0191 DIXILETA,2406
013,MC0192,DOBBINS RANCH,3733,013,0192 DOBBINS RANCH,3733
013,MC0193,DOBSON PARK,823,013,0193 DOBSON PARK,823
013,MC0194,DOBSON RANCH,2478,013,0194 DOBSON RANCH,2478
013,MC0195,DOUBLETREE,1145,013,0195 DOUBLETREE,1145
013,MC0196,DOVE VALLEY,988,013,0196 DOVE VALLEY,988
013,MC0197,DOVER,836,013,0197 DOVER,836
013,MC0198,DREAMLAND VILLA,1903,013,0198 DREAMLAND VILLA,1903
013,MC0199,DREAMY DRAW,1145,013,0199 DREAMY DRAW,1145
013,MC0200,DREYFUS,1167,013,0200 DREYFUS,1167
013,MC0201,DRIFTWOOD,1783,013,0201 DRIFTWOOD,1783
013,MC0202,DUBLIN,1493,013,0202 DUBLIN,1493
013,MC0203,DUKE,1360,013,0203 DUKE,1360
013,MC0204,DUNBAR,1089,013,0204 DUNBAR,1089
013,MC0205,DURANGO,1201,013,0205 DURANGO,1201
013,MC0206,DUSTY TRAIL,2401,013,0206 DUSTY TRAIL,2401
013,MC0207,DWIGHT,1686,013,0207 DWIGHT,1686
013,MC0208,DYNAMITE,1475,013,0208 DYNAMITE,1475
013,MC0209,DYSART,482,013,0209 DYSART,482
013,MC0210,EASTMARK,1059,013,0210 EASTMARK,1059
013,MC0211,EASTRIDGE,1131,013,0211 EASTRIDGE,1131
013,MC0212,ECHO,825,013,0212 ECHO,825
013,MC0213,EDISON,1306,013,0213 EDISON,1306
013,MC0214,EL CARO,2417,013,0214 EL CARO,2417
013,MC0215,EL DOMINGO,1325,013,0215 EL DOMINGO,1325
013,MC0216,EL MIRAGE,2019,013,0216 EL MIRAGE,2019
013,MC0217,ELLSWORTH PARK,821,013,0217 ELLSWORTH PARK,821
013,MC0218,ELWOOD,2217,013,0218 ELWOOD,2217
013,MC0219,EMERALD,906,013,0219 EMERALD,906
013,MC0220,EMMETT,1947,013,0220 EMMETT,1947
013,MC0221,ENCANTO,1997,013,0221 ENCANTO,1997
013,MC0222,ENID PARK,1206,013,0222 ENID PARK,1206
013,MC0223,ENTZ,951,013,0223 ENTZ,951
013,MC0224,ESCALANTE,2480,013,0224 ESCALANTE,2480
013,MC0225,ESCOBAR,698,013,0225 ESCOBAR,698
013,MC0226,ESCONDIDO,2235,013,0226 ESCONDIDO,2235
013,MC0227,ESQUIRE,2291,013,0227 ESQUIRE,2291
013,MC0228,ESTRELLA FOOTHILLS,2610,013,0228 ESTRELLA FOOTHILLS,2610
013,MC0229,EUCLID,2341,013,0229 EUCLID,2341
013,MC0230,EVANS,674,013,0230 EVANS,674
013,MC0231,FAIRWAY,1147,013,0231 FAIRWAY,1147
013,MC0232,FALCON HILL,1923,013,0232 FALCON HILL,1923
013,MC0233,FENIMORE,1589,013,0233 FENIMORE,1589
013,MC0234,FESTIVAL,1924,013,0234 FESTIVAL,1924
013,MC0235,FIESTA RANCH,1930,013,0235 FIESTA RANCH,1930
013,MC0236,FOLLEY,3219,013,0236 FOLLEY,3219
013,MC0237,FOOTHILLS,2460,013,0237 FOOTHILLS,2460
013,MC0238,FORT MCDOWELL,259,013,0238 FORT MCDOWELL,259
013,MC0239,FOUNTAIN HILLS,1121,013,0239 FOUNTAIN HILLS,1121
013,MC0240,FOUR PEAKS,1531,013,0240 FOUR PEAKS,1531
013,MC0241,FOX CROSSING,1906,013,0241 FOX CROSSING,1906
013,MC0242,FOXWOOD,853,013,0242 FOXWOOD,853
013,MC0243,FREMONT,862,013,0243 FREMONT,862
013,MC0244,FRONTIER,1959,013,0244 FRONTIER,1959
013,MC0245,FULTON RANCH,3343,013,0245 FULTON RANCH,3343
013,MC0246,GALVESTON,3261,013,0246 GALVESTON,3261
013,MC0247,GARDEN GROVES,1924,013,0247 GARDEN GROVES,1924
013,MC0248,GARDENS,842,013,0248 GARDENS,842
013,MC0249,GATEWAY,1803,013,0249 GATEWAY,1803
013,MC0250,GAVILAN PEAK,1250,013,0250 GAVILAN PEAK,1250
013,MC0251,GEMINI,1270,013,0251 GEMINI,1270
013,MC0252,GENE AUTRY,992,013,0252 GENE AUTRY,992
013,MC0253,GERMANN,2207,013,0253 GERMANN,2207
013,MC0254,GERONIMO,812,013,0254 GERONIMO,812
013,MC0255,GILA,2126,013,0255 GILA,2126
013,MC0256,GILA BEND,212,013,0256 GILA BEND,212
013,MC0257,GILBERT,1404,013,0257 GILBERT,1404
013,MC0258,GILBERT GARDENS,2126,013,0258 GILBERT GARDENS,2126
013,MC0259,GLENCROFT,1233,013,0259 GLENCROFT,1233
013,MC0260,GLENN,1150,013,0260 GLENN,1150
013,MC0261,GLENROSA,1289,013,0261 GLENROSA,1289
013,MC0262,GLENVIEW,1043,013,0262 GLENVIEW,1043
013,MC0263,GOLD DUST,724,013,0263 GOLD DUST,724
013,MC0264,GOLDEN EAGLE,1446,013,0264 GOLDEN EAGLE,1446
013,MC0265,GOLDEN HILLS,1877,013,0265 GOLDEN HILLS,1877
013,MC0266,GOLDFIELD RANCH,61,013,0266 GOLDFIELD RANCH,61
013,MC0267,GOODYEAR,730,013,0267 GOODYEAR,730
013,MC0268,GRANADA,1678,013,0268 GRANADA,1678
013,MC0269,GRAND,1974,013,0269 GRAND,1974
013,MC0270,GRANITE FALLS,1620,013,0270 GRANITE FALLS,1620
013,MC0271,GRANITE MOUNTAIN,1298,013,0271 GRANITE MOUNTAIN,1298
013,MC0272,GRAYHAWK,929,013,0272 GRAYHAWK,929
013,MC0273,GREENBRIAR,845,013,0273 GREENBRIAR,845
013,MC0274,GREENFIELD,1526,013,0274 GREENFIELD,1526
013,MC0275,GREENFIELD PARK,2068,013,0275 GREENFIELD PARK,2068
013,MC0276,GREENWAY,1547,013,0276 GREENWAY,1547
013,MC0277,GREYSTONE,493,013,0277 GREYSTONE,493
013,MC0278,GROVERS,1369,013,0278 GROVERS,1369
013,MC0279,GROVES,1601,013,0279 GROVES,1601
013,MC0280,GUADALUPE,1629,013,0280 GUADALUPE,1629
013,MC0281,GUERRERO,1540,013,0281 GUERRERO,1540
013,MC0282,HADLEY,1208,013,0282 HADLEY,1208
013,MC0283,HALL,2041,013,0283 HALL,2041
013,MC0284,HAPPY TRAILS,242,013,0284 HAPPY TRAILS,242
013,MC0285,HAPPY VALLEY,889,013,0285 HAPPY VALLEY,889
013,MC0286,HARMONT,1904,013,0286 HARMONT,1904
013,MC0287,HARMONY PARK,1622,013,0287 HARMONY PARK,1622
013,MC0288,HARQUAHALA,45,013,0288 HARQUAHALA,45
013,MC0289,HARRIS,502,013,0289 HARRIS,502
013,MC0290,HARRISON,851,013,0290 HARRISON,851
013,MC0291,HASSAYAMPA,64,013,0291 HASSAYAMPA,64
013,MC0292,HASTINGS,1162,013,0292 HASTINGS,1162
013,MC0293,HATCHER,1315,013,0293 HATCHER,1315
013,MC0294,HAWES,900,013,0294 HAWES,900
013,MC0295,HAYDEN HIGH,1120,013,0295 HAYDEN HIGH,1120
013,MC0296,HERITAGE,1688,013,0296 HERITAGE,1688
013,MC0297,HERMOSA,2430,013,0297 HERMOSA,2430
013,MC0298,HERMOSA VISTA,1790,013,0298 HERMOSA VISTA,1790
013,MC0299,HICKIWAN,31,013,0299 HICKIWAN,31
013,MC0300,HIDALGO,2460,013,0300 HIDALGO,2460
013,MC0301,HIGHLAND,2234,013,0301 HIGHLAND,2234
013,MC0302,HIGLEY,2358,013,0302 HIGLEY,2358
013,MC0303,HILLCREST,932,013,0303 HILLCREST,932
013,MC0304,HILLERY,998,013,0304 HILLERY,998
013,MC0305,HILLVIEW,1377,013,0305 HILLVIEW,1377
013,MC0306,HILTON,502,013,0306 HILTON,502
013,MC0307,HOHOKAM PARK,1347,013,0307 HOHOKAM PARK,1347
013,MC0308,HOLIDAY GARDENS,699,013,0308 HOLIDAY GARDENS,699
013,MC0309,HOLIDAY PARK,2019,013,0309 HOLIDAY PARK,2019
013,MC0310,HOLLIS,1764,013,0310 HOLLIS,1764
013,MC0311,HOLLY,995,013,0311 HOLLY,995
013,MC0312,HOLLYHOCK,1675,013,0312 HOLLYHOCK,1675
013,MC0313,HOLMES,1939,013,0313 HOLMES,1939
013,MC0314,HONDA,1621,013,0314 HONDA,1621
013,MC0315,HOPE,2219,013,0315 HOPE,2219
013,MC0316,HOPEVILLE,1477,013,0316 HOPEVILLE,1477
013,MC0317,HOPI,1240,013,0317 HOPI,1240
013,MC0318,HORIZON,2086,013,0318 HORIZON,2086
013,MC0319,HUALAPAI,2005,013,0319 HUALAPAI,2005
013,MC0320,HUBBELL,954,013,0320 HUBBELL,954
013,MC0321,HUDSON,2055,013,0321 HUDSON,2055
013,MC0322,INDEPENDENCE,1769,013,0322 INDEPENDENCE,1769
013,MC0323,INDIAN BEND,1286,013,0323 INDIAN BEND,1286
013,MC0324,INDIAN SPRINGS,2417,013,0324 INDIAN SPRINGS,2417
013,MC0325,INDIAN WELLS,1033,013,0325 INDIAN WELLS,1033
013,MC0326,ISAAC,702,013,0326 ISAAC,702
013,MC0327,IVANHOE,3038,013,0327 IVANHOE,3038
013,MC0328,JACKRABBIT,1500,013,0328 JACKRABBIT,1500
013,MC0329,JANICE,1125,013,0329 JANICE,1125
013,MC0330,JASMINE,444,013,0330 JASMINE,444
013,MC0331,JASPER,1553,013,0331 JASPER,1553
013,MC0332,JENTILLY,1986,013,0332 JENTILLY,1986
013,MC0333,JOHN CABOT,1253,013,0333 JOHN CABOT,1253
013,MC0334,JULIE,1622,013,0334 JULIE,1622
013,MC0335,JUNIPER,522,013,0335 JUNIPER,522
013,MC0336,JUPITER,1976,013,0336 JUPITER,1976
013,MC0337,JUSTINE,1251,013,0337 JUSTINE,1251
013,MC0338,KACHINA,1914,013,0338 KACHINA,1914
013,MC0339,KAIBAB,997,013,0339 KAIBAB,997
013,MC0340,KALER,2036,013,0340 KALER,2036
013,MC0341,KEIM,1577,013,0341 KEIM,1577
013,MC0342,KENLY FARMS,2249,013,0342 KENLY FARMS,2249
013,MC0343,KIMBERLY,529,013,0343 KIMBERLY,529
013,MC0344,KINGS,1295,013,0344 KINGS,1295
013,MC0345,KIVA,429,013,0345 KIVA,429
013,MC0346,KLEINMAN,2381,013,0346 KLEINMAN,2381
013,MC0347,KODIAK,463,013,0347 KODIAK,463
013,MC0348,KOKOPELLI,2863,013,0348 KOKOPELLI,2863
013,MC0349,KOMATKE,392,013,0349 KOMATKE,392
013,MC0350,LA REATA,935,013,0350 LA REATA,935
013,MC0351,LA SOLANA,1678,013,0351 LA SOLANA,1678
013,MC0352,LAKE PLEASANT,2033,013,0352 LAKE PLEASANT,2033
013,MC0353,LAKEVIEW,515,013,0353 LAKEVIEW,515
013,MC0354,LAKEWOOD,2241,013,0354 LAKEWOOD,2241
013,MC0355,LAMAR,878,013,0355 LAMAR,878
013,MC0356,LANTANA CANYON,2696,013,0356 LANTANA CANYON,2696
013,MC0357,LAREDO,1689,013,0357 LAREDO,1689
013,MC0358,LAS COLINAS,1579,013,0358 LAS COLINAS,1579
013,MC0359,LAS SENDAS,1833,013,0359 LAS SENDAS,1833
013,MC0360,LASSEN,1894,013,0360 LASSEN,1894
013,MC0361,LAUREL,712,013,0361 LAUREL,712
